Product,Unit,Product ID,Profit,Benefits,Sales,Amount,Revenue,Total Transaction,Discount,Cost,Weekly Sales,Weekly Profit,Monthly Sales,Monthly Profit,Yearly Sales,Yearly Profit,Year,State,Country,City,Region,Segment,Sub-Category,Category,Shipping Date,Shipping Time,Order,Order ID,Order Date,E-Commerce Platform,Online Payment Gateway,Online & Offline Purchase,Purchase Price,Brand Name,Sold
chilli powder,1 kg,bcb80922,58.6,Essential household item,417.96,1128.32,1186.92,9,0.06,359.42,4125.34,448.91,16501.36,1795.64,198016.32,21547.68,2024,Tamil Nadu,India,Hyderabad,East,Home Office,Beverages,Fruits,2024-12-19,3 days,5825,7379c560,2024-12-18,Flipkart,PhonePe,Online,351.06,Brand D,98
cardamom,1 kg,e156fe48,1.81,Essential household item,14.85,53.75,55.56,86,0.14,13.18,98.75,16.56,395.0,66.24,4740.0,794.88,2021,West Bengal,India,Bangalore,South,Consumer,Beverages,Fruits,2021-11-12,3 days,2323,5624496a,2021-11-08,Flipkart,Google Pay,Offline,13.75,Brand B,2
mustard seed,500 ml,6e33fb85,71.33,Essential household item,471.53,878.92,950.25,41,0.05,400.25,4633.86,645.96,18535.44,2583.84,222425.28,31006.08,2024,Delhi,India,Mumbai,South,Home Office,Condiments,Grocery,2024-06-16,1 days,5063,a1d547bd,2024-06-11,JioMart,Razorpay,Online,418.88,Brand D,70
black cumin,100 gram,baaa0185,39.65,Essential household item,471.24,1428.18,1467.83,53,0.1,431.69,3964.5,225.9,15858.0,903.6,190296.0,10843.2,2023,Tamil Nadu,India,Delhi,West,Consumer,Staples,Dairy,2023-04-24,3 days,4804,c638f7a7,2023-04-21,Amazon,Google Pay,Online,449.55,Brand D,11
cumin powder,10 gram,27f68880,15.44,Essential household item,173.9,178.55,193.99,99,0.12,158.58,1717.82,101.16,6871.28,404.64,82455.36,4855.68,2021,Karnataka,India,Hyderabad,South,Consumer,Spices,Fruits,2021-12-21,3 days,7737,54074c6c,2021-12-19,Amazon,PhonePe,Offline,154.08,Brand C,92
white pepper,100 gram,058addef,8.32,Essential household item,101.91,273.26,281.58,61,0.07,93.66,705.34,44.54,2821.36,178.16,33856.32,2137.92,2020,Karnataka,India,Bangalore,South,Corporate,Bakery,Fruits,2020-02-14,3 days,8042,40c4b8da,2020-02-10,Amazon,Razorpay,Online,97.93,Brand A,99
cornflour,100 gram,05f4fedd,17.7,Essential household item,145.45,434.48,452.18,47,0.07,127.82,1059.14,170.93,4236.56,683.72,50838.72,8204.64,2024,Tamil Nadu,India,Hyderabad,South,Consumer,Bakery,Dairy,2024-09-27,2 days,6712,9b32a2ee,2024-09-23,JioMart,Google Pay,Online,122.99,Brand D,77
tea,500 ml,87ae72aa,24.95,Essential household item,188.66,484.91,509.86,73,0.14,163.85,965.48,170.75,3861.92,683.0,46343.04,8196.0,2024,Maharashtra,India,Hyderabad,South,Corporate,Bakery,Grocery,2024-12-06,1 days,9370,5d44d18f,2024-11-29,JioMart,Paytm,Online,156.86,Brand B,57
sugar,100 gram,49baee6a,50.13,Essential household item,400.69,1330.17,1380.3,98,0.02,350.58,2947.51,476.71,11790.04,1906.84,141480.48,22882.08,2024,Karnataka,India,Delhi,South,Home Office,Bakery,Fruits,2024-04-20,4 days,5480,01d53221,2024-04-16,Amazon,Google Pay,Online,335.54,Brand A,57
sugar,100 gram,5edcb1a9,26.01,Essential household item,185.23,188.29,214.3,5,0.09,159.31,1288.47,252.91,5153.88,1011.64,61846.56,12139.68,2021,West Bengal,India,Bangalore,North,Home Office,Beverages,Grocery,2021-09-10,2 days,7669,55dcdb01,2021-09-06,BigBasket,Google Pay,Online,152.2,Brand D,56
salt,50 gram,9605d321,18.13,Essential household item,175.95,863.6,881.73,50,0.05,157.87,1286.65,177.34,5146.6,709.36,61759.2,8512.32,2022,Delhi,India,Bangalore,South,Home Office,Condiments,Fruits,2022-08-22,3 days,2392,d1187f65,2022-08-19,Flipkart,Paytm,Offline,163.38,Brand B,36
bread,500 ml,ecebbcc7,23.86,Essential household item,365.86,1687.34,1711.2,26,0.07,342.07,2194.69,238.18,8778.76,952.72,105345.12,11432.64,2024,Karnataka,India,Bangalore,North,Corporate,Condiments,Grocery,2024-05-01,5 days,9998,9337bc99,2024-04-30,Amazon,Paytm,Offline,356.92,Brand B,69
coffee,500 ml,42698733,29.66,Essential household item,259.14,344.24,373.9,95,0.05,229.53,2106.73,236.04,8426.92,944.16,101123.04,11329.92,2022,Maharashtra,India,Hyderabad,East,Home Office,Condiments,Fruits,2022-03-12,1 days,8207,4e81dacf,2022-03-08,JioMart,Paytm,Offline,236.78,Brand D,95
split grain,10 gram,0a291ecf,13.51,Essential household item,249.71,760.08,773.59,97,0.03,236.23,1624.95,76.62,6499.8,306.48,77997.6,3677.76,2024,West Bengal,India,Delhi,North,Consumer,Beverages,Vegetables,2024-12-28,2 days,1738,22bc24f4,2024-12-23,JioMart,Paytm,Online,241.53,Brand D,73
butter,10 gram,23c68c8d,47.4,Essential household item,437.9,837.84,885.24,70,0.09,390.59,2459.88,322.23,9839.52,1288.92,118074.24,15467.04,2024,Delhi,India,Kolkata,East,Home Office,Staples,Fruits,2024-10-28,3 days,3623,1e4de649,2024-10-26,BigBasket,Razorpay,Offline,393.09,Brand D,80
cardamom,500 ml,00a0a464,76.31,Essential household item,490.35,730.61,806.92,88,0.13,414.17,4604.38,595.1,18417.52,2380.4,221010.24,28564.8,2022,Karnataka,India,Delhi,South,Consumer,Condiments,Grocery,2022-06-19,3 days,1410,72c6357e,2022-06-17,JioMart,Google Pay,Online,430.18,Brand A,26
turmeric powder,500 ml,adf70b84,25.33,Essential household item,239.4,584.97,610.3,77,0.06,214.13,2011.49,154.12,8045.96,616.48,96551.52,7397.76,2021,Delhi,India,Kolkata,South,Consumer,Spices,Fruits,2021-08-23,2 days,3129,8c859947,2021-08-16,Amazon,Razorpay,Online,213.24,Brand B,54
turmeric powder,50 gram,b7c3faf6,32.04,Essential household item,224.9,247.72,279.76,69,0.08,192.94,1208.11,230.41,4832.44,921.64,57989.28,11059.68,2020,Telangana,India,Kolkata,East,Corporate,Staples,Dairy,2020-08-26,5 days,7931,62f02721,2020-08-22,Amazon,Razorpay,Offline,191.46,Brand C,1
cardamom,100 gram,82d1f0c4,67.19,Essential household item,452.38,920.86,988.05,69,0.01,385.2,2837.7,425.26,11350.8,1701.04,136209.6,20412.48,2021,Maharashtra,India,Bangalore,East,Home Office,Spices,Vegetables,2021-09-14,4 days,4028,bb6b98d7,2021-09-08,Flipkart,Paytm,Offline,398.31,Brand A,28
egg,50 gram,19d023e6,55.21,Essential household item,405.75,1510.05,1565.26,83,0.11,350.65,2809.12,343.29,11236.48,1373.16,134837.76,16477.92,2022,Karnataka,India,Chennai,North,Home Office,Beverages,Fruits,2022-04-28,5 days,7373,3124c07b,2022-04-26,JioMart,Google Pay,Online,362.02,Brand D,83
chilli powder,1 kg,49968f75,77.29,Essential household item,547.0,972.63,1049.92,74,0.11,469.82,4536.86,483.84,18147.44,1935.36,217769.28,23224.32,2024,Maharashtra,India,Delhi,North,Consumer,Beverages,Dairy,2024-07-23,2 days,4054,9ad9ff31,2024-07-18,BigBasket,Razorpay,Online,468.46,Brand A,5
split grain,500 ml,43cb7ccf,22.24,Essential household item,254.06,954.37,976.61,61,0.14,231.96,1654.39,127.55,6617.56,510.2,79410.72,6122.4,2021,Karnataka,India,Hyderabad,North,Home Office,Spices,Vegetables,2021-12-15,3 days,8570,de838133,2021-12-12,Flipkart,Google Pay,Online,220.73,Brand C,20
egg,100 gram,27d9dd8e,9.27,Essential household item,61.55,267.87,277.14,10,0.08,52.36,470.47,91.2,1881.88,364.8,22582.56,4377.6,2020,Telangana,India,Kolkata,East,Corporate,Bakery,Fruits,2021-01-04,1 days,6319,c39e27e7,2020-12-28,JioMart,Razorpay,Offline,54.01,Brand D,59
split grain,10 gram,59047283,37.95,Essential household item,287.83,947.61,985.56,69,0.13,250.01,2768.92,273.04,11075.68,1092.16,132908.16,13105.92,2023,Tamil Nadu,India,Chennai,North,Home Office,Beverages,Vegetables,2023-10-17,3 days,3231,242bcead,2023-10-10,Flipkart,Google Pay,Offline,242.61,Brand C,97
milk powder,100 gram,c424570e,23.25,Essential household item,282.01,740.22,763.47,94,0.05,258.81,1618.68,219.88,6474.72,879.52,77696.64,10554.24,2023,Tamil Nadu,India,Delhi,South,Corporate,Beverages,Grocery,2023-04-09,3 days,6980,1bed7b89,2023-04-07,BigBasket,Razorpay,Offline,254.3,Brand C,75
cooking oil,100 gram,cec8f9bc,21.24,Essential household item,128.24,320.1,341.34,88,0.04,107.04,1076.73,114.66,4306.92,458.64,51683.04,5503.68,2023,Tamil Nadu,India,Bangalore,West,Home Office,Condiments,Vegetables,2023-10-15,2 days,6382,3cbb36a2,2023-10-08,Flipkart,Razorpay,Online,108.01,Brand A,5
bread,10 gram,b5136c63,11.32,Essential household item,220.69,431.44,442.76,57,0.12,209.49,1646.66,69.48,6586.64,277.92,79039.68,3335.04,2024,Maharashtra,India,Mumbai,North,Home Office,Spices,Vegetables,2024-02-28,4 days,2440,9b87761e,2024-02-24,Flipkart,Google Pay,Offline,201.53,Brand B,79
mustard seed,10 gram,e068d1b5,54.13,Essential household item,410.96,1724.45,1778.58,87,0.14,356.97,3481.57,322.91,13926.28,1291.64,167115.36,15499.68,2024,Karnataka,India,Delhi,North,Corporate,Bakery,Vegetables,2024-10-16,3 days,3244,d0bd51f1,2024-10-09,JioMart,Google Pay,Offline,348.04,Brand A,73
wheat flour,50 gram,ea9f46bd,7.62,Essential household item,76.87,83.12,90.74,22,0.13,69.38,605.1,74.14,2420.4,296.56,29044.8,3558.72,2023,West Bengal,India,Chennai,South,Home Office,Spices,Vegetables,2023-01-24,5 days,8833,ce26850c,2023-01-22,Flipkart,Razorpay,Online,68.49,Brand C,76
mustard seed,1 kg,690aa144,10.35,Essential household item,152.43,261.12,271.47,18,0.1,142.18,909.44,68.64,3637.76,274.56,43653.12,3294.72,2023,Tamil Nadu,India,Delhi,West,Consumer,Beverages,Vegetables,2023-11-27,5 days,1845,6bf0991a,2023-11-21,BigBasket,Razorpay,Offline,142.97,Brand D,62
black cumin,100 gram,0a45e297,52.8,Essential household item,457.12,1803.88,1856.68,85,0.07,404.39,2776.76,331.85,11107.04,1327.4,133284.48,15928.8,2023,Maharashtra,India,Kolkata,East,Home Office,Beverages,Vegetables,2023-10-15,5 days,7229,11728af0,2023-10-08,Amazon,PhonePe,Online,417.42,Brand D,62
cardamom,500 ml,c935b1fa,31.11,Essential household item,432.52,1643.01,1674.12,20,0.04,401.45,2476.88,225.16,9907.52,900.64,118890.24,10807.68,2021,West Bengal,India,Chennai,West,Corporate,Condiments,Vegetables,2021-03-19,5 days,1093,96ae5a76,2021-03-18,BigBasket,PhonePe,Online,388.02,Brand D,26
salt,10 gram,0f423bcf,22.75,Essential household item,381.94,444.13,466.88,62,0.14,359.33,3012.46,169.72,12049.84,678.88,144598.08,8146.56,2021,Delhi,India,Mumbai,South,Corporate,Staples,Vegetables,2021-12-03,1 days,5290,92e24ea3,2021-12-01,Flipkart,Razorpay,Offline,362.73,Brand C,14
turmeric powder,500 ml,25d1b271,76.59,Essential household item,534.37,1970.49,2047.08,26,0.01,457.79,4783.24,727.09,19132.96,2908.36,229595.52,34900.32,2023,West Bengal,India,Delhi,South,Corporate,Spices,Fruits,2023-11-21,4 days,5095,9309ec03,2023-11-19,Flipkart,Google Pay,Offline,475.31,Brand B,92
white pepper,1 kg,cb257f12,6.99,Essential household item,61.39,240.24,247.23,40,0.07,54.47,399.69,53.69,1598.76,214.76,19185.12,2577.12,2023,West Bengal,India,Hyderabad,West,Corporate,Condiments,Fruits,2023-04-28,4 days,3855,3b984e6f,2023-04-25,Flipkart,Paytm,Offline,56.54,Brand B,76
cumin powder,1 kg,169ac61f,8.48,Essential household item,101.34,204.66,213.14,32,0.0,92.86,627.21,52.16,2508.84,208.64,30106.08,2503.68,2024,Telangana,India,Kolkata,North,Corporate,Spices,Fruits,2024-12-19,3 days,6734,34206cc1,2024-12-13,JioMart,Paytm,Online,89.83,Brand C,26
black cumin,100 gram,47a2e9cc,24.26,Essential household item,156.3,466.75,491.01,69,0.14,132.18,1410.36,149.25,5641.44,597.0,67697.28,7164.0,2023,West Bengal,India,Kolkata,West,Consumer,Bakery,Grocery,2023-11-15,3 days,1076,f15ada57,2023-11-08,JioMart,Google Pay,Offline,128.66,Brand B,20
milk powder,1 kg,4b25babc,5.86,Essential household item,81.08,340.84,346.7,71,0.1,75.32,440.09,54.58,1760.36,218.32,21124.32,2619.84,2021,Maharashtra,India,Delhi,South,Home Office,Spices,Grocery,2021-10-30,5 days,8597,620b3279,2021-10-27,BigBasket,Paytm,Online,74.88,Brand A,55
black pepper,1 kg,3e695247,0.83,Essential household item,15.72,65.18,66.01,7,0.09,14.98,102.6,5.43,410.4,21.72,4924.8,260.64,2022,West Bengal,India,Chennai,East,Consumer,Staples,Vegetables,2022-09-04,4 days,7066,853f841f,2022-08-29,JioMart,Razorpay,Offline,15.29,Brand D,66
milk powder,1 kg,d71e13fa,70.25,Essential household item,440.89,2012.51,2082.76,27,0.06,370.7,2966.0,604.0,11864.0,2416.0,142368.0,28992.0,2022,Maharashtra,India,Delhi,North,Corporate,Spices,Grocery,2022-11-17,3 days,8814,15a3fb2c,2022-11-12,JioMart,Razorpay,Offline,376.91,Brand D,92
white pepper,10 gram,fc147a33,50.7,Essential household item,480.78,2340.71,2391.41,22,0.03,430.11,3264.58,402.39,13058.32,1609.56,156699.84,19314.72,2022,Telangana,India,Chennai,East,Home Office,Staples,Fruits,2022-02-14,5 days,2364,a7447b0a,2022-02-09,Amazon,Google Pay,Online,450.22,Brand A,88
sugar,1 kg,b0791696,52.12,Essential household item,397.0,1414.61,1466.73,43,0.0,344.88,2465.64,301.46,9862.56,1205.84,118350.72,14470.08,2023,Karnataka,India,Delhi,North,Home Office,Beverages,Fruits,2023-03-20,1 days,5044,b964b586,2023-03-17,JioMart,Razorpay,Offline,341.72,Brand C,1
cumin powder,500 ml,65ce8038,27.54,Essential household item,353.8,694.45,721.99,93,0.06,326.32,2245.83,202.82,8983.32,811.28,107799.84,9735.36,2024,Telangana,India,Delhi,North,Corporate,Condiments,Dairy,2024-10-23,4 days,3575,ee8820a5,2024-10-19,Amazon,PhonePe,Offline,333.56,Brand A,49
butter,1 kg,19486fee,40.7,Essential household item,415.95,644.21,684.91,46,0.02,375.27,2760.67,306.04,11042.68,1224.16,132512.16,14689.92,2024,Tamil Nadu,India,Mumbai,East,Home Office,Beverages,Fruits,2024-05-04,5 days,9577,1f3d17d7,2024-05-03,Flipkart,Paytm,Online,373.17,Brand C,14
clove,100 gram,cba210c2,0.96,Essential household item,17.09,26.75,27.71,99,0.07,16.2,134.18,6.65,536.72,26.6,6440.64,319.2,2024,West Bengal,India,Bangalore,South,Home Office,Staples,Grocery,2024-10-28,5 days,9562,1f39830a,2024-10-22,Flipkart,PhonePe,Online,15.58,Brand D,40
cornflour,50 gram,275b0e12,32.5,Essential household item,288.29,951.49,983.99,90,0.04,255.83,1983.04,251.28,7932.16,1005.12,95185.92,12061.44,2021,Karnataka,India,Hyderabad,South,Home Office,Condiments,Vegetables,2021-03-10,5 days,2405,7a533879,2021-03-03,Flipkart,Google Pay,Offline,253.56,Brand B,22
egg,50 gram,8c7bd8cc,71.11,Essential household item,547.72,2495.2,2566.31,98,0.09,476.7,5231.64,621.52,20926.56,2486.08,251118.72,29832.96,2020,Telangana,India,Kolkata,North,Corporate,Spices,Dairy,2020-01-17,4 days,5309,81e0c5e3,2020-01-11,Amazon,Razorpay,Online,466.7,Brand B,64
cooking oil,50 gram,78db4c49,11.11,Essential household item,79.47,373.47,384.58,75,0.14,68.5,418.49,93.21,1673.96,372.84,20087.52,4474.08,2023,Maharashtra,India,Bangalore,North,Home Office,Condiments,Vegetables,2023-01-08,1 days,4496,52c371f4,2023-01-03,Amazon,PhonePe,Online,71.79,Brand D,11
salt,50 gram,b8bc0ee7,31.5,Essential household item,232.73,386.27,417.77,50,0.07,201.3,1807.47,210.04,7229.88,840.16,86758.56,10081.92,2023,Tamil Nadu,India,Delhi,North,Corporate,Condiments,Fruits,2023-07-17,5 days,1834,3722f106,2023-07-12,Flipkart,Paytm,Offline,210.19,Brand D,79
coffee,50 gram,a40a747a,28.91,Essential household item,200.26,555.11,584.02,46,0.11,171.46,1217.06,280.01,4868.24,1120.04,58418.88,13440.48,2020,Tamil Nadu,India,Kolkata,South,Corporate,Spices,Grocery,2020-09-29,3 days,6500,c8826903,2020-09-24,Amazon,Razorpay,Offline,167.36,Brand A,51
white pepper,10 gram,0afafe8a,5.9,Essential household item,60.91,149.65,155.55,58,0.15,55.16,359.28,41.54,1437.12,166.16,17245.44,1993.92,2023,Maharashtra,India,Kolkata,West,Home Office,Bakery,Vegetables,2023-01-10,5 days,9621,392a0ad0,2023-01-04,Flipkart,Google Pay,Offline,53.0,Brand D,32
milk powder,1 kg,888c920c,34.85,Essential household item,245.9,999.13,1033.98,99,0.05,211.1,1839.45,299.31,7357.8,1197.24,88293.6,14366.88,2023,Tamil Nadu,India,Kolkata,West,Consumer,Staples,Grocery,2023-08-01,1 days,7772,3a89567e,2023-07-28,JioMart,PhonePe,Offline,221.0,Brand D,86
cornflour,500 ml,e9b3b482,7.54,Essential household item,55.12,194.27,201.81,81,0.09,47.67,515.25,67.28,2061.0,269.12,24732.0,3229.44,2023,Maharashtra,India,Hyderabad,South,Corporate,Bakery,Fruits,2023-02-23,1 days,9777,94c7665e,2023-02-16,Flipkart,Paytm,Online,49.06,Brand C,83
black cumin,500 ml,c22f2370,28.79,Essential household item,359.41,1060.68,1089.47,84,0.04,330.66,3237.21,165.93,12948.84,663.72,155386.08,7964.64,2023,Maharashtra,India,Bangalore,South,Corporate,Spices,Dairy,2023-12-21,1 days,6539,458231f2,2023-12-14,JioMart,Paytm,Online,345.74,Brand C,17
wheat flour,1 kg,14e3cfcf,22.44,Essential household item,449.52,1430.22,1452.66,100,0.12,427.2,2581.59,180.07,10326.36,720.28,123916.32,8643.36,2020,Telangana,India,Mumbai,South,Home Office,Spices,Dairy,2020-02-25,5 days,1094,731496ad,2020-02-19,JioMart,Paytm,Offline,410.36,Brand C,62
white pepper,50 gram,bdcbf6dc,15.68,Essential household item,165.11,750.38,766.06,6,0.08,149.51,1191.55,124.09,4766.2,496.36,57194.4,5956.32,2023,Telangana,India,Mumbai,South,Home Office,Staples,Fruits,2023-02-08,1 days,8178,b7716615,2023-02-05,JioMart,PhonePe,Online,155.52,Brand B,80
split grain,50 gram,8680ef4a,48.33,Essential household item,436.62,1689.61,1737.94,77,0.15,388.44,3768.91,295.66,15075.64,1182.64,180907.68,14191.68,2022,Karnataka,India,Bangalore,North,Home Office,Bakery,Vegetables,2022-07-28,5 days,5683,c3d6ab58,2022-07-26,Amazon,Paytm,Offline,380.97,Brand D,27
chilli powder,50 gram,f70dafe2,32.54,Essential household item,336.19,1034.0,1066.54,54,0.13,303.78,1721.76,241.48,6887.04,965.92,82644.48,11591.04,2020,Tamil Nadu,India,Kolkata,East,Consumer,Bakery,Vegetables,2020-03-27,3 days,1086,ff687b29,2020-03-22,Amazon,PhonePe,Offline,305.32,Brand A,48
cooking oil,1 kg,0aca5afe,76.37,Essential household item,475.45,1700.91,1777.28,64,0.05,399.13,2890.39,505.15,11561.56,2020.6,138738.72,24247.2,2020,Delhi,India,Bangalore,East,Home Office,Staples,Dairy,2020-12-28,1 days,1172,679f85eb,2020-12-21,Amazon,Paytm,Offline,409.64,Brand C,44
cooking oil,500 ml,03450dba,15.49,Essential household item,137.38,406.88,422.37,54,0.05,121.94,1135.76,118.94,4543.04,475.76,54516.48,5709.12,2020,Karnataka,India,Delhi,North,Home Office,Bakery,Grocery,2020-07-23,3 days,2721,f29145ae,2020-07-19,Amazon,Razorpay,Online,118.25,Brand C,11
cardamom,10 gram,e68724bd,3.98,Essential household item,42.06,138.77,142.75,16,0.07,38.15,374.47,26.79,1497.88,107.16,17974.56,1285.92,2020,West Bengal,India,Kolkata,East,Home Office,Condiments,Grocery,2020-08-30,2 days,4693,05cabe63,2020-08-29,Amazon,Razorpay,Offline,38.0,Brand C,40
split grain,10 gram,275f4378,41.1,Essential household item,483.0,769.97,811.07,29,0.04,441.94,2443.48,332.65,9773.92,1330.6,117287.04,15967.2,2022,West Bengal,India,Hyderabad,West,Home Office,Beverages,Grocery,2022-10-14,1 days,6377,b2e11276,2022-10-13,Amazon,Paytm,Offline,427.39,Brand D,71
cooking oil,500 ml,f0a9ea51,58.84,Essential household item,441.92,917.57,976.41,14,0.06,383.14,2682.72,468.83,10730.88,1875.32,128770.56,22503.84,2020,Delhi,India,Bangalore,East,Consumer,Staples,Fruits,2020-04-08,1 days,4297,20468a23,2020-04-07,Flipkart,Razorpay,Offline,364.73,Brand B,5
cumin powder,1 kg,50fc563c,38.57,Essential household item,271.18,1316.29,1354.86,10,0.07,232.68,2000.34,335.54,8001.36,1342.16,96016.32,16105.92,2024,West Bengal,India,Hyderabad,West,Home Office,Spices,Vegetables,2024-06-12,4 days,9973,8d551c20,2024-06-11,BigBasket,Google Pay,Offline,225.04,Brand A,77
cinnamon,500 ml,773e1f6f,10.86,Essential household item,67.37,82.48,93.34,81,0.04,56.55,668.93,79.86,2675.72,319.44,32108.64,3833.28,2020,Telangana,India,Bangalore,North,Consumer,Spices,Dairy,2020-02-05,1 days,9382,572c9fc7,2020-02-03,JioMart,Paytm,Online,54.67,Brand A,1
cooking oil,10 gram,1cd06177,24.63,Essential household item,458.99,1324.17,1348.8,55,0.11,434.47,4010.98,147.37,16043.92,589.48,192527.04,7073.76,2022,Tamil Nadu,India,Hyderabad,West,Home Office,Beverages,Vegetables,2022-01-30,2 days,9821,f2b0af6c,2022-01-24,JioMart,Google Pay,Online,414.45,Brand A,17
rice,10 gram,c5cf9466,6.87,Essential household item,106.17,477.97,484.84,10,0.0,99.3,1011.77,66.45,4047.08,265.8,48564.96,3189.6,2020,Maharashtra,India,Kolkata,North,Home Office,Bakery,Dairy,2020-06-23,3 days,2992,c0860280,2020-06-22,JioMart,Google Pay,Offline,101.02,Brand D,100
chilli powder,10 gram,a1e5a599,11.33,Essential household item,135.8,542.73,554.06,87,0.05,124.52,725.6,106.94,2902.4,427.76,34828.8,5133.12,2021,Karnataka,India,Chennai,North,Corporate,Spices,Vegetables,2021-11-21,4 days,3465,65b6e3cc,2021-11-17,JioMart,Google Pay,Offline,127.79,Brand A,86
bread,10 gram,db2b13d7,14.04,Essential household item,180.92,272.4,286.44,77,0.14,167.02,1781.22,70.93,7124.88,283.72,85498.56,3404.64,2024,Delhi,India,Hyderabad,East,Corporate,Staples,Dairy,2024-08-24,5 days,2358,d54f21d2,2024-08-22,Amazon,Razorpay,Offline,170.98,Brand A,97
turmeric powder,10 gram,b6f4642e,32.71,Essential household item,453.69,1708.67,1741.38,18,0.03,421.01,3635.61,190.5,14542.44,762.0,174509.28,9144.0,2022,Telangana,India,Delhi,North,Corporate,Beverages,Dairy,2022-01-13,2 days,9576,3f406dd3,2022-01-12,Flipkart,Google Pay,Online,409.09,Brand B,84
black cumin,1 kg,9df71cae,67.94,Essential household item,424.4,1691.14,1759.08,88,0.08,356.54,2488.54,634.01,9954.16,2536.04,119449.92,30432.48,2024,Tamil Nadu,India,Hyderabad,East,Home Office,Condiments,Grocery,2024-08-22,2 days,7513,1f26946b,2024-08-18,JioMart,Paytm,Offline,368.93,Brand C,39
cinnamon,10 gram,ed152520,20.9,Essential household item,270.67,1075.23,1096.13,39,0.07,249.84,2366.43,132.54,9465.72,530.16,113588.64,6361.92,2021,Tamil Nadu,India,Kolkata,East,Corporate,Staples,Vegetables,2021-12-24,4 days,8520,c3958c3d,2021-12-20,BigBasket,PhonePe,Offline,243.63,Brand D,79
coffee,100 gram,39632328,64.87,Essential household item,523.07,1605.18,1670.05,51,0.05,458.25,5115.8,469.77,20463.2,1879.08,245558.4,22548.96,2024,West Bengal,India,Mumbai,South,Corporate,Spices,Vegetables,2024-07-20,3 days,8269,2148e140,2024-07-16,BigBasket,PhonePe,Offline,453.26,Brand C,85
white pepper,50 gram,d2eb2884,51.48,Essential household item,398.72,1010.84,1062.32,77,0.14,347.38,2143.84,380.75,8575.36,1523.0,102904.32,18276.0,2023,Tamil Nadu,India,Hyderabad,East,Home Office,Beverages,Grocery,2023-12-19,1 days,1249,ab559ef4,2023-12-12,JioMart,Razorpay,Online,352.1,Brand A,14
black pepper,500 ml,85e2fbad,17.29,Essential household item,357.2,358.4,375.69,24,0.08,339.99,1792.66,108.55,7170.64,434.2,86047.68,5210.4,2021,Tamil Nadu,India,Kolkata,East,Corporate,Bakery,Grocery,2021-12-02,1 days,8130,da909592,2021-11-28,JioMart,Paytm,Offline,346.91,Brand C,76
chilli powder,10 gram,d541bb31,20.74,Essential household item,152.62,686.34,707.08,50,0.12,132.0,974.02,128.14,3896.08,512.56,46752.96,6150.72,2022,Telangana,India,Mumbai,North,Corporate,Staples,Vegetables,2022-01-22,4 days,1351,c10d04fb,2022-01-15,Flipkart,PhonePe,Online,138.09,Brand C,74
butter,1 kg,00ceab85,13.68,Essential household item,159.19,184.9,198.58,23,0.14,145.65,1193.19,134.0,4772.76,536.0,57273.12,6432.0,2024,West Bengal,India,Kolkata,East,Home Office,Staples,Dairy,2024-01-06,4 days,6779,daacdaa8,2024-01-02,JioMart,PhonePe,Online,141.88,Brand D,75
salt,10 gram,9ef8c2ac,13.71,Essential household item,180.45,672.42,686.13,98,0.08,166.82,1049.13,98.42,4196.52,393.68,50358.24,4724.16,2022,West Bengal,India,Kolkata,North,Consumer,Beverages,Vegetables,2022-06-11,5 days,2945,77873906,2022-06-07,Flipkart,Google Pay,Offline,171.51,Brand B,73
split grain,100 gram,222741ec,12.31,Essential household item,170.34,775.07,787.38,39,0.01,158.04,924.76,101.2,3699.04,404.8,44388.48,4857.6,2021,West Bengal,India,Kolkata,West,Consumer,Beverages,Vegetables,2021-02-12,1 days,3222,43897e97,2021-02-06,Amazon,Razorpay,Offline,153.49,Brand D,5
split grain,1 kg,e7ec6279,38.29,Essential household item,526.7,921.3,959.59,95,0.0,488.41,3855.1,220.24,15420.4,880.96,185044.8,10571.52,2020,Karnataka,India,Chennai,South,Corporate,Beverages,Fruits,2020-12-19,1 days,9054,8942f7f9,2020-12-16,BigBasket,PhonePe,Online,499.49,Brand D,52
salt,100 gram,592bd338,21.33,Essential household item,202.42,333.57,354.9,32,0.11,181.2,1469.64,109.71,5878.56,438.84,70542.72,5266.08,2021,Tamil Nadu,India,Delhi,South,Home Office,Spices,Vegetables,2021-01-07,3 days,2912,6464f7cc,2021-01-02,JioMart,PhonePe,Online,188.28,Brand A,46
split grain,500 ml,2cb76f0b,32.07,Essential household item,347.47,1218.91,1250.98,73,0.07,315.47,2668.11,267.25,10672.44,1069.0,128069.28,12828.0,2021,West Bengal,India,Bangalore,East,Consumer,Condiments,Dairy,2021-04-27,1 days,4091,9dc5fddc,2021-04-24,BigBasket,Paytm,Online,326.27,Brand D,32
sugar,50 gram,6bcf1a99,82.66,Essential household item,547.5,1699.11,1781.77,74,0.02,464.86,4085.21,772.63,16340.84,3090.52,196090.08,37086.24,2023,Telangana,India,Hyderabad,West,Corporate,Beverages,Dairy,2023-02-21,2 days,7906,97f76e1a,2023-02-17,Flipkart,Paytm,Online,484.6,Brand D,95
